movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
Attack the Block,2011,R,"['Action', ' Adventure', ' Comedy']",6.6,75,98427,1024175.0,66,88
Mystery Men,1999,PG-13,"['Action', ' Comedy', ' Fantasy']",6.1,65,61204,29655590.0,61,121
Repo! The Genetic Opera,2008,R,"['Horror', ' Musical', ' Sci-Fi']",6.6,32,23310,140244.0,66,98
Æon Flux,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.5,36,123077,25857987.0,55,93
The Girl with All the Gifts,2016,R,"['Action', ' Adventure', ' Drama']",6.6,67,53223,,66,111
King Kong,1933,,"['Adventure', ' Horror', ' Sci-Fi']",7.9,90,77648,10000000.0,79,100
Lifeforce,1985,,"['Action', ' Horror', ' Mystery']",6.2,50,21922,11603545.0,62,101
Morgan,2016,R,"['Action', ' Horror', ' Sci-Fi']",5.8,48,38475,3912052.0,58,92
Strange Days,1995,R,"['Action', ' Crime', ' Drama']",7.2,66,66157,7919000.0,72,145
Victor Frankenstein,2015,PG-13,"['Drama', ' Horror', ' Sci-Fi']",6.0,36,51359,5775076.0,60,110
Race to Witch Mountain,2009,PG,"['Action', ' Adventure', ' Family']",5.7,52,54863,67172594.0,57,98
Timeline,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.7,28,59700,19481943.0,57,116
Cherry 2000,1987,,"['Action', ' Adventure', ' Comedy']",5.6,59,8769,,56,99
Star Trek VI: The Undiscovered Country,1991,PG,"['Action', ' Adventure', ' Sci-Fi']",7.2,65,69195,74888996.0,72,110
Evolution,2001,PG-13,"['Comedy', ' Sci-Fi']",6.1,40,118240,38345494.0,61,101
The Time Machine,2002,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.0,42,117354,56684819.0,60,96
"Dude, Where's My Car?",2000,PG-13,"['Comedy', ' Mystery', ' Sci-Fi']",5.5,30,133144,46729800.0,55,83
Prospect,2018,R,"['Drama', ' Sci-Fi', ' Thriller']",6.2,68,17677,,62,100
Superman II,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",6.8,83,96658,108185706.0,68,127
Outlander,2008,R,"['Action', ' Adventure', ' Sci-Fi']",6.2,40,71203,160641.0,62,115
Star Trek IV: The Voyage Home,1986,PG,"['Adventure', ' Comedy', ' Sci-Fi']",7.3,71,77416,109713132.0,73,119
Zapped!,1982,,"['Comedy', ' Fantasy', ' Sci-Fi']",5.0,10,6204,16897768.0,50,98
Red Planet,2000,PG-13,"['Action', ' Sci-Fi', ' Thriller']",5.7,34,54832,18000000.0,57,106
Halloween III: Season of the Witch,1982,,"['Horror', ' Mystery', ' Sci-Fi']",4.9,50,42118,14400000.0,49,98
Cyborg,1989,,"['Action', ' Sci-Fi', ' Thriller']",5.1,24,28609,10166459.0,51,86
The One I Love,2014,R,"['Comedy', ' Drama', ' Romance']",7.1,66,34622,511635.0,71,91
Stay Alive,2006,PG-13,"['Fantasy', ' Horror', ' Mystery']",5.1,24,30034,23086480.0,51,85
Battlefield Earth,2000,PG-13,"['Action', ' Adventure', ' Sci-Fi']",2.5,9,75317,21471685.0,25,118
Frankenweenie,2012,PG,"['Animation', ' Comedy', ' Family']",6.9,74,95749,35291068.0,69,87
Lockout,2012,PG-13,"['Action', ' Sci-Fi', ' Thriller']",6.1,48,93574,14326864.0,61,95
Scanners,1981,,"['Horror', ' Sci-Fi', ' Thriller']",6.8,60,46945,14225876.0,68,103
Heavy Metal,1981,,"['Animation', ' Adventure', ' Fantasy']",6.7,51,30980,,67,86
Papurika,2006,R,"['Animation', ' Drama', ' Fantasy']",7.7,81,68930,881302.0,77,90
Daybreakers,2009,R,"['Action', ' Adventure', ' Fantasy']",6.4,57,121082,30101577.0,64,98
Spy Kids 3: Game Over,2003,PG,"['Action', ' Adventure', ' Comedy']",4.3,57,53906,111761982.0,43,84
Supergirl,1984,,"['Action', ' Adventure', ' Fantasy']",4.4,42,18341,13600000.0,44,124
Fire in the Sky,1993,PG-13,"['Biography', ' Drama', ' Fantasy']",6.6,42,21131,20100000.0,66,109
IO,2019,,"['Adventure', ' Drama', ' Sci-Fi']",4.7,40,30008,,47,96
The Avengers,1998,PG-13,"['Action', ' Adventure', ' Sci-Fi']",3.8,12,40450,23322832.0,38,89
Resident Evil: Afterlife,2010,R,"['Action', ' Adventure', ' Horror']",5.8,37,160042,60128566.0,58,96
Frankenstein,1931,,"['Drama', ' Horror', ' Romance']",7.8,91,63523,,78,70
Pi,1998,R,"['Drama', ' Horror', ' Mystery']",7.4,72,167908,3216970.0,74,84
Thunderbirds,2004,PG,"['Action', ' Adventure', ' Comedy']",4.3,36,12988,6768055.0,43,95
Home,2015,PG,"['Animation', ' Adventure', ' Comedy']",6.6,55,90478,177397510.0,66,94
Barb Wire,1996,R,"['Action', ' Sci-Fi']",3.3,40,24757,3794000.0,33,98
Mighty Morphin Power Rangers: The Movie,1995,PG,"['Action', ' Adventure', ' Family']",5.2,40,24896,38187431.0,52,95
Superman III,1983,,"['Action', ' Adventure', ' Comedy']",5.0,44,63330,59950623.0,50,125
Flatliners,1990,,"['Drama', ' Horror', ' Sci-Fi']",6.6,55,78881,61490000.0,66,115
Liu lang di qiu,2019,,"['Action', ' Sci-Fi']",6.0,57,25568,5875487.0,60,125
Doomsday,2008,R,"['Action', ' Sci-Fi', ' Thriller']",6.0,51,71514,10955425.0,60,113
A Scanner Darkly,2006,R,"['Animation', ' Crime', ' Drama']",7.1,73,105284,5501616.0,71,100
Bicentennial Man,1999,PG,"['Comedy', ' Drama', ' Sci-Fi']",6.9,42,108613,58220776.0,69,132
The Lawnmower Man,1992,R,"['Horror', ' Sci-Fi']",5.5,42,33451,32101000.0,55,108
Land of the Dead,2005,R,"['Horror', ' Sci-Fi', ' Thriller']",6.2,71,90730,20700082.0,62,93
The Blob,1958,,"['Horror', ' Sci-Fi']",6.4,58,22572,,64,86
eXistenZ,1999,R,"['Horror', ' Sci-Fi', ' Thriller']",6.8,68,92422,2840417.0,68,97
RoboCop 2,1990,,"['Action', ' Crime', ' Sci-Fi']",5.8,42,80065,45681173.0,58,117
Star Trek III: The Search for Spock,1984,,"['Action', ' Adventure', ' Sci-Fi']",6.7,56,73479,76471046.0,67,105
Critters,1986,,"['Comedy', ' Horror', ' Sci-Fi']",6.1,52,30526,13167232.0,61,86
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,,"['Action', ' Adventure', ' Comedy']",6.1,45,50849,78656813.0,61,88
The Signal,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",6.1,54,61710,600896.0,61,97
"Honey, I Blew Up the Kid",1992,PG,"['Adventure', ' Comedy', ' Family']",4.9,50,40526,58662452.0,49,89
Cabin Fever,2016,R,"['Horror', ' Sci-Fi', ' Thriller']",3.7,14,8946,,37,99
Resident Evil: Extinction,2007,R,"['Action', ' Horror', ' Sci-Fi']",6.3,41,181120,50648679.0,63,94
Bad Taste,1987,,"['Comedy', ' Horror', ' Sci-Fi']",6.6,52,43380,,66,91
Star Trek: Generations,1994,PG,"['Action', ' Adventure', ' Mystery']",6.6,55,75121,75668868.0,66,118
The Black Hole,1979,,"['Action', ' Sci-Fi']",6.0,52,22973,,60,98
The Secret of NIMH,1982,,"['Animation', ' Adventure', ' Drama']",7.6,76,35590,10140325.0,76,82
Absolutely Anything,2015,R,"['Comedy', ' Sci-Fi']",6.0,31,38833,,60,85
Monster Trucks,2016,PG,"['Action', ' Adventure', ' Comedy']",5.6,41,15043,33370166.0,56,104
Clara,2018,,['Sci-Fi'],6.7,43,3025,,67,105
The Darkest Minds,2018,PG-13,"['Action', ' Adventure', ' Drama']",5.7,39,27316,12695691.0,57,104
The Time Machine,1960,,"['Adventure', ' Romance', ' Sci-Fi']",7.6,67,35531,,76,103
The Space Between Us,2017,PG-13,"['Drama', ' Romance', ' Sci-Fi']",6.4,33,46940,7885294.0,64,120
Mortal Kombat: Annihilation,1997,PG-13,"['Action', ' Adventure', ' Fantasy']",3.7,11,45977,35927406.0,37,95
2010: The Year We Make Contact,1984,,"['Adventure', ' Mystery', ' Sci-Fi']",6.8,53,48942,40200000.0,68,116
Altered States,1980,,"['Horror', ' Sci-Fi', ' Thriller']",6.9,58,31457,19853892.0,69,102
Mr. Peabody & Sherman,2014,PG,"['Animation', ' Adventure', ' Comedy']",6.8,59,61210,111506430.0,68,92
Explorers,1985,PG,"['Adventure', ' Comedy', ' Family']",6.6,58,19462,9873044.0,66,109
Left Behind,2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",3.1,12,36439,13998282.0,31,110
Jason X,2001,R,"['Action', ' Horror', ' Sci-Fi']",4.4,25,49529,13121555.0,44,91
The Titan,2018,,"['Drama', ' Mystery', ' Romance']",4.8,33,27013,,48,97
Dreamcatcher,2003,R,"['Drama', ' Horror', ' Sci-Fi']",5.5,35,87827,33715436.0,55,136
The Relic,1997,R,"['Horror', ' Mystery', ' Sci-Fi']",5.8,55,24361,33956608.0,58,110
Repo Man,1984,,"['Action', ' Comedy', ' Crime']",6.9,82,33230,3569083.0,69,92
Escape from L.A.,1996,R,"['Action', ' Adventure', ' Sci-Fi']",5.8,54,68614,25477365.0,58,101
SpaceCamp,1986,,"['Adventure', ' Family', ' Sci-Fi']",5.7,40,12858,9697739.0,57,107
Phantasm,1979,R,"['Horror', ' Sci-Fi']",6.8,72,31452,11988469.0,68,89
"20,000 Leagues Under the Sea",1954,,"['Adventure', ' Drama', ' Family']",7.2,83,28711,28200000.0,72,127
The Nutty Professor,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",5.6,62,108114,128814019.0,56,95
Blast from the Past,1999,PG-13,"['Comedy', ' Drama', ' Romance']",6.6,48,58659,26494611.0,66,112
Star Trek: Insurrection,1998,PG,"['Action', ' Adventure', ' Sci-Fi']",6.4,64,69512,70117571.0,64,103
Ultraviolet,2006,PG-13,"['Action', ' Sci-Fi']",4.4,18,78858,18500966.0,44,88
Z for Zachariah,2015,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",6.0,68,27698,118483.0,60,98
How to Talk to Girls at Parties,2017,R,"['Comedy', ' Music', ' Romance']",5.7,50,9358,84809.0,57,102
The Fourth Kind,2009,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",5.9,34,72935,25464480.0,59,98
Perfect Sense,2011,R,"['Drama', ' Romance', ' Sci-Fi']",7.1,55,55148,2959.0,71,92
Penguins of Madagascar,2014,PG,"['Animation', ' Adventure', ' Comedy']",6.7,53,77562,83348920.0,67,92
Maximum Overdrive,1986,,"['Action', ' Comedy', ' Horror']",5.5,24,29376,7433663.0,55,98
Osmosis Jones,2001,PG,"['Animation', ' Action', ' Adventure']",6.3,57,31890,13596911.0,63,95
Ji qi zhi xue,2017,R,"['Action', ' Adventure', ' Sci-Fi']",5.2,43,8146,,52,109
Elizabeth Harvest,2018,R,"['Horror', ' Sci-Fi', ' Thriller']",5.8,54,6343,,58,105
The SpongeBob Movie: Sponge Out of Water,2015,PG,"['Animation', ' Action', ' Adventure']",6.0,62,47700,162994032.0,60,92
The Man Who Fell to Earth,1976,,"['Drama', ' Sci-Fi']",6.7,81,23634,100072.0,67,139
Inspector Gadget,1999,PG,"['Action', ' Adventure', ' Comedy']",4.1,36,44745,97403112.0,41,78
Southland Tales,2006,R,"['Comedy', ' Drama', ' Mystery']",5.4,44,36817,275380.0,54,145
The Flintstones in Viva Rock Vegas,2000,PG,"['Comedy', ' Family', ' Romance']",3.6,27,21290,35268275.0,36,90
The Man Who Killed Hitler and Then the Bigfoot,2018,,"['Adventure', ' Drama', ' Sci-Fi']",5.7,51,9664,,57,98
Chopping Mall,1986,,"['Comedy', ' Horror', ' Sci-Fi']",5.6,22,11575,,56,77
The Darkest Hour,2011,PG-13,"['Action', ' Adventure', ' Horror']",4.9,18,57278,21426805.0,49,89
Turbo,2013,PG,"['Animation', ' Adventure', ' Comedy']",6.4,58,81947,83028128.0,64,96
Surrogates,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",6.3,45,167500,38577772.0,63,89
How I Live Now,2013,R,"['Romance', ' Sci-Fi', ' Thriller']",6.5,57,27796,60213.0,65,101
Our House,2018,PG-13,"['Drama', ' Horror', ' Mystery']",5.3,45,6442,,53,90
Superman IV: The Quest for Peace,1987,,"['Action', ' Adventure', ' Sci-Fi']",3.7,24,42262,15681020.0,37,90
Creature from the Black Lagoon,1954,,"['Horror', ' Sci-Fi']",7.0,68,25755,1300000.0,70,79
The Cave,2005,PG-13,"['Action', ' Adventure', ' Horror']",5.1,30,34909,15007991.0,51,97
Solaris,2002,PG-13,"['Drama', ' Mystery', ' Romance']",6.2,65,78236,14973382.0,62,99
Galaxy of Terror,1981,,"['Action', ' Adventure', ' Horror']",5.1,38,6600,,51,81
The 6th Day,2000,PG-13,"['Action', ' Mystery', ' Sci-Fi']",5.9,49,115270,34604280.0,59,123
Equals,2015,PG-13,"['Drama', ' Romance', ' Sci-Fi']",6.1,43,26967,32095.0,61,101
Starman,1984,,"['Romance', ' Sci-Fi']",7.0,70,41840,28700000.0,70,115
The Zero Theorem,2013,R,"['Comedy', ' Drama', ' Fantasy']",6.1,50,44778,219438.0,61,107
The Stepford Wives,1975,,"['Horror', ' Mystery', ' Sci-Fi']",6.9,54,15973,8720000.0,69,115
Mimic,1997,R,"['Horror', ' Sci-Fi']",6.0,55,45325,25480490.0,60,105
Autómata,2014,R,"['Action', ' Drama', ' Sci-Fi']",6.1,37,53692,,61,109
Doragon bôru chô: Burorî,2018,PG,"['Animation', ' Action', ' Adventure']",7.9,59,21504,30712119.0,79,100
Trolljegeren,2010,PG-13,"['Drama', ' Fantasy', ' Horror']",7.0,61,67703,252652.0,70,103
Superhero Movie,2008,PG-13,"['Action', ' Comedy', ' Sci-Fi']",4.5,33,62846,26638520.0,45,75
Death Race 2000,1975,,"['Action', ' Comedy', ' Sci-Fi']",6.2,59,24181,8000000.0,62,80
Timecop,1994,R,"['Action', ' Crime', ' Sci-Fi']",5.9,48,54817,44853581.0,59,99
Eight Legged Freaks,2002,PG-13,"['Action', ' Adventure', ' Comedy']",5.4,53,52064,17322606.0,54,99
Mission to Mars,2000,PG,"['Adventure', ' Sci-Fi', ' Thriller']",5.7,34,69653,60883407.0,57,114
The Thirteenth Floor,1999,R,"['Mystery', ' Sci-Fi', ' Thriller']",7.1,36,65900,15500000.0,71,100
Flubber,1997,PG,"['Comedy', ' Family', ' Sci-Fi']",5.3,37,83234,92977226.0,53,93
Beyond Skyline,2017,R,"['Action', ' Adventure', ' Sci-Fi']",5.3,46,17865,,53,106
Zoe,2018,R,"['Romance', ' Sci-Fi']",6.1,39,7224,,61,104
The Boys from Brazil,1978,,"['Drama', ' Mystery', ' Sci-Fi']",7.0,40,25138,19000000.0,70,125
Hot Tub Time Machine 2,2015,R,"['Comedy', ' Mystery', ' Sci-Fi']",5.1,29,36415,12282677.0,51,93
Shin Gojira,2016,,"['Action', ' Adventure', ' Drama']",6.7,67,21473,1908028.0,67,120
Cloudy with a Chance of Meatballs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",6.4,59,88398,119793567.0,64,95
Star Wars: The Clone Wars,2008,PG,"['Animation', ' Action', ' Adventure']",5.9,35,55853,35161554.0,59,98
The Curse of the Were-Rabbit,2005,,"['Animation', ' Adventure', ' Comedy']",7.4,87,123404,56110897.0,74,85
Kin,2018,PG-13,"['Action', ' Adventure', ' Crime']",5.8,35,13399,5718096.0,58,102
Seeking a Friend for the End of the World,2012,R,"['Adventure', ' Comedy', ' Drama']",6.7,59,106428,6619173.0,67,101
Europa Report,2013,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",6.4,68,66519,125687.0,64,97
"I, Frankenstein",2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",5.1,30,77573,19075290.0,51,92
The Jacket,2005,R,"['Drama', ' Fantasy', ' Mystery']",7.1,44,107459,6303762.0,71,103
Enemy Mine,1985,,"['Action', ' Adventure', ' Drama']",6.9,59,42858,4271684.0,69,108
Teenage Mutant Ninja Turtles III,1993,PG,"['Action', ' Adventure', ' Comedy']",4.8,40,30523,42660000.0,48,96
Los cronocrímenes,2007,R,"['Horror', ' Mystery', ' Sci-Fi']",7.2,68,56935,38108.0,72,92
Project Almanac,2015,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",6.4,47,75102,22348241.0,64,106
R.I.P.D.,2013,PG-13,"['Action', ' Adventure', ' Comedy']",5.6,25,116110,33618855.0,56,96
Star Trek V: The Final Frontier,1989,,"['Action', ' Adventure', ' Fantasy']",5.5,43,55190,52210049.0,55,107
Spy Kids 4: All the Time in the World,2011,PG,"['Action', ' Adventure', ' Comedy']",3.5,37,22252,38538188.0,35,89
The X Files,1998,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",7.0,60,99804,83898313.0,70,121
The Fly II,1989,,"['Drama', ' Horror', ' Sci-Fi']",5.1,36,20981,20021322.0,51,105
Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",4.4,26,18654,11631245.0,44,93
The War of the Worlds,1953,,"['Action', ' Sci-Fi', ' Thriller']",7.1,78,32171,4360000.0,71,85
Airplane II: The Sequel,1982,,"['Comedy', ' Sci-Fi']",6.2,48,48189,27150534.0,62,85
The Andromeda Strain,1971,,"['Mystery', ' Sci-Fi', ' Thriller']",7.2,60,33090,3421790.0,72,131
Apollo 18,2011,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",5.2,24,53324,17686929.0,52,86
Spy Kids 2: Island of Lost Dreams,2002,PG,"['Action', ' Adventure', ' Comedy']",5.2,66,59447,85846429.0,52,100
Titan A.E.,2000,PG,"['Animation', ' Action', ' Adventure']",6.6,48,58131,22751979.0,66,94
A-X-L,2018,PG,"['Action', ' Adventure', ' Family']",5.3,29,10004,6501381.0,53,100
Max Steel,2016,PG-13,"['Action', ' Adventure', ' Fantasy']",4.6,22,17940,3818664.0,46,92
Aliens in the Attic,2009,PG,"['Adventure', ' Comedy', ' Family']",5.4,42,20491,25200412.0,54,86
Sky Captain and the World of Tomorrow,2004,PG,"['Action', ' Adventure', ' Mystery']",6.0,64,80981,37760080.0,60,106
Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",5.6,41,29784,5002310.0,56,84
2046,2004,R,"['Drama', ' Romance', ' Sci-Fi']",7.4,78,49914,1444588.0,74,129
Anna,2013,R,"['Drama', ' Mystery', ' Sci-Fi']",6.5,42,21219,4288.0,65,99
Monsters,2010,R,"['Adventure', ' Drama', ' Romance']",6.4,63,86838,237301.0,64,94
RoboCop 3,1993,PG-13,"['Action', ' Crime', ' Sci-Fi']",4.1,40,45222,10696210.0,41,104
Beyond the Black Rainbow,2010,R,"['Horror', ' Sci-Fi', ' Thriller']",6.1,49,12587,56129.0,61,110
Sphere,1998,PG-13,"['Action', ' Mystery', ' Sci-Fi']",6.1,35,98085,37020277.0,61,134
THX 1138,1971,R,"['Drama', ' Sci-Fi', ' Thriller']",6.7,75,47207,2437000.0,67,86
Outland,1981,,"['Action', ' Crime', ' Sci-Fi']",6.6,48,26553,17374595.0,66,109
La cité des enfants perdus,1995,R,"['Fantasy', ' Sci-Fi']",7.5,73,64012,1513028.0,75,112
Brainstorm,1983,,"['Sci-Fi', ' Thriller']",6.5,57,10726,8900000.0,65,106
Iceman,1984,,"['Drama', ' Sci-Fi']",6.1,62,5128,7343032.0,61,100
I Think We're Alone Now,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",5.7,51,7383,,57,99
Bride of Frankenstein,1935,,"['Drama', ' Horror', ' Sci-Fi']",7.8,95,42326,4360000.0,78,75
Night of the Comet,1984,,"['Comedy', ' Horror', ' Sci-Fi']",6.4,59,18041,14418922.0,64,95
Gamgi,2013,,"['Action', ' Drama', ' Sci-Fi']",6.7,40,10584,,67,122
Upstream Color,2013,,"['Drama', ' Sci-Fi']",6.7,81,31015,444098.0,67,96
The Divide,2011,R,"['Drama', ' Horror', ' Sci-Fi']",5.8,28,34987,22000.0,58,112
Swamp Thing,1982,,"['Horror', ' Sci-Fi']",5.4,50,12795,,54,91
The Brood,1979,,"['Horror', ' Sci-Fi']",6.9,63,24804,,69,92
Virtuosity,1995,R,"['Action', ' Crime', ' Sci-Fi']",5.6,39,27528,24048000.0,56,106
The Lazarus Effect,2015,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",5.2,31,40461,25799043.0,52,83
Teen Titans Go! To the Movies,2018,PG,"['Animation', ' Action', ' Adventure']",6.8,69,15907,29562341.0,68,84
I Still See You,2018,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",5.8,31,7976,,58,98
TMNT,2007,PG,"['Animation', ' Action', ' Adventure']",6.2,41,60691,54149098.0,62,87
The Final Cut,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",6.2,43,31023,548039.0,62,95
The Toxic Avenger,1984,,"['Action', ' Comedy', ' Horror']",6.3,42,24695,,63,82
Zombie Strippers!,2008,R,"['Comedy', ' Horror', ' Sci-Fi']",4.1,45,17497,,41,94
City of Ember,2008,PG,"['Adventure', ' Family', ' Fantasy']",6.5,58,62178,7873007.0,65,90
Nowhere,1997,R,"['Comedy', ' Drama', ' Sci-Fi']",6.5,44,8112,27354.0,65,82
Stealth,2005,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.1,35,51420,32116746.0,51,121
Jem and the Holograms,2015,PG,"['Adventure', ' Drama', ' Family']",4.1,42,7239,2184640.0,41,118
Cooties,2014,R,"['Action', ' Comedy', ' Horror']",5.7,49,22493,55749.0,57,88
Aniara,2018,R,"['Drama', ' Sci-Fi']",6.2,61,5335,40124.0,62,106
Fast Color,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",6.0,64,4174,76916.0,60,100
The Omega Man,1971,,"['Action', ' Drama', ' Sci-Fi']",6.5,56,28481,8720000.0,65,98
Looney Tunes: Back in Action,2003,PG,"['Animation', ' Adventure', ' Comedy']",5.7,64,32535,20991364.0,57,93
Firestarter,1984,,"['Action', ' Horror', ' Sci-Fi']",6.1,50,28804,15100000.0,61,114
Silent Running,1972,,"['Drama', ' Sci-Fi']",6.7,67,26213,689707.0,67,89
C.H.U.D.,1984,,"['Horror', ' Sci-Fi']",5.6,57,10498,4654423.0,56,88
The Box,2009,PG-13,"['Drama', ' Fantasy', ' Mystery']",5.6,47,88104,15045676.0,56,115
Hagane no renkinjutsushi,2017,,"['Action', ' Adventure', ' Fantasy']",5.2,48,18445,,52,135
Humanoids from the Deep,1980,,"['Horror', ' Sci-Fi']",5.7,49,7488,,57,80
Time After Time,1979,,"['Adventure', ' Drama', ' Sci-Fi']",7.1,69,15025,,71,112
Bats,1999,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",3.9,23,9459,10155690.0,39,91
Little Joe,2019,,"['Drama', ' Horror', ' Mystery']",5.9,60,4897,,59,105
Escape to Witch Mountain,1975,,"['Adventure', ' Family', ' Fantasy']",6.4,60,9098,20000000.0,64,97
Level 16,2018,,"['Drama', ' Sci-Fi', ' Thriller']",6.0,46,5176,,60,102
The Double,2013,R,"['Comedy', ' Drama', ' Mystery']",6.5,68,46663,200268.0,65,93
Clown,2014,R,"['Drama', ' Fantasy', ' Horror']",5.7,42,21488,55007.0,57,100
The One,2001,PG-13,"['Action', ' Sci-Fi', ' Thriller']",5.9,25,87852,43905746.0,59,87
The Invasion,2007,PG-13,"['Sci-Fi', ' Thriller']",5.9,45,73867,15071514.0,59,99
Splinter,2008,R,"['Horror', ' Sci-Fi', ' Thriller']",6.1,58,32769,,61,82
The Ice Pirates,1984,,"['Action', ' Adventure', ' Comedy']",5.7,44,9724,14255801.0,57,91
*batteries not included,1987,,"['Comedy', ' Family', ' Fantasy']",6.7,54,30888,32945797.0,67,106
Slaughterhouse-Five,1972,,"['Comedy', ' Drama', ' Sci-Fi']",6.9,66,11976,569618.0,69,104
Piranha,1978,,"['Comedy', ' Horror', ' Sci-Fi']",5.9,71,18580,6000000.0,59,94
Dark Star,1974,,"['Comedy', ' Sci-Fi']",6.3,66,21826,,63,83
K-PAX,2001,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",7.4,49,173455,50338485.0,74,120
Antiviral,2012,,"['Horror', ' Mystery', ' Sci-Fi']",5.7,55,11837,,57,108
What the #$*! Do We (K)now!?,2004,,"['Documentary', ' Comedy', ' Drama']",5.3,38,13136,10941801.0,53,109
After the Dark,2013,R,"['Drama', ' Fantasy', ' Sci-Fi']",5.7,37,21020,,57,107
Village of the Damned,1995,R,"['Horror', ' Sci-Fi', ' Thriller']",5.7,41,28237,9417567.0,57,98
DeepStar Six,1989,,"['Action', ' Horror', ' Sci-Fi']",5.4,34,10210,8143225.0,54,99
Upside Down,2012,PG-13,"['Drama', ' Fantasy', ' Romance']",6.4,45,68747,102118.0,64,109
The Tuxedo,2002,PG-13,"['Action', ' Comedy', ' Sci-Fi']",5.4,30,78219,50547998.0,54,98
iBoy,2017,,"['Action', ' Crime', ' Sci-Fi']",6.0,50,19646,,60,90
Trancers,1984,,"['Action', ' Sci-Fi']",6.0,64,5373,,60,76
Cell,2016,R,"['Action', ' Drama', ' Horror']",4.3,38,24710,,43,98
The Rage: Carrie 2,1999,R,"['Horror', ' Sci-Fi', ' Thriller']",4.7,42,15339,17762705.0,47,104
Turbo Kid,2015,,"['Action', ' Adventure', ' Comedy']",6.7,60,25851,50000.0,67,93
Rollerball,1975,,"['Action', ' Sci-Fi', ' Sport']",6.6,56,22044,30000000.0,66,125
Occupation,2018,R,"['Action', ' Drama', ' Sci-Fi']",5.0,45,10981,,50,119
The Last Days on Mars,2013,R,"['Adventure', ' Horror', ' Sci-Fi']",5.5,46,34738,23838.0,55,98
The Philadelphia Experiment,1984,,"['Adventure', ' Drama', ' Romance']",6.1,44,13893,8103330.0,61,102
Amazon Women on the Moon,1987,,"['Comedy', ' Sci-Fi']",6.2,42,9839,548696.0,62,85
Skyline,2010,PG-13,"['Action', ' Sci-Fi', ' Thriller']",4.4,26,85761,21371425.0,44,92
La región salvaje,2016,,"['Drama', ' Horror', ' Mystery']",6.2,72,4465,27593.0,62,98
Blindness,2008,R,"['Drama', ' Mystery', ' Sci-Fi']",6.6,45,69518,3073392.0,66,121
The Invisible Man,1933,,"['Horror', ' Sci-Fi']",7.7,87,29400,,77,71
The Colony,2013,,"['Action', ' Sci-Fi', ' Thriller']",5.3,28,42620,,53,95
See You Yesterday,2019,,"['Action', ' Adventure', ' Crime']",5.1,74,8639,,51,84
The Final Countdown,1980,,"['Action', ' Sci-Fi']",6.7,51,20978,16647800.0,67,103
Runaway,1984,,"['Action', ' Crime', ' Sci-Fi']",5.9,50,11405,6770587.0,59,99
The Fury,1978,,"['Horror', ' Sci-Fi']",6.4,64,13335,,64,118
Junior,1994,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",4.6,59,64126,36763355.0,46,109
Pandemic,2016,,"['Action', ' Horror', ' Sci-Fi']",4.4,47,7521,,44,91
Jimmy Neutron: Boy Genius,2001,,"['Animation', ' Action', ' Adventure']",6.0,65,30226,80936232.0,60,82
Science Fiction Volume One: The Osiris Child,2016,,"['Action', ' Adventure', ' Drama']",5.6,55,7303,,56,99
Cheech and Chong's Next Movie,1980,,"['Comedy', ' Crime', ' Sci-Fi']",6.1,66,11722,41675194.0,61,99
The Astronaut Farmer,2006,PG,"['Adventure', ' Drama', ' Sci-Fi']",6.3,55,21903,10996440.0,63,104
Cowboy Bebop: Tengoku no tobira,2001,,"['Animation', ' Action', ' Crime']",7.9,61,42098,1000045.0,79,115
Gojira,1954,,"['Action', ' Drama', ' Horror']",7.6,78,28221,2423423.0,76,96
Memoirs of an Invisible Man,1992,,"['Comedy', ' Romance', ' Sci-Fi']",6.0,48,22243,14358033.0,60,99
