movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
Sky High,2005,PG,"['Adventure', ' Comedy', ' Family']",6.2,62,77520,63946815.0,62,100
"I, Robot",2004,PG-13,"['Action', ' Drama', ' Sci-Fi']",7.1,59,491943,144801023.0,71,115
The Thing,2011,R,"['Horror', ' Mystery', ' Sci-Fi']",6.2,49,119872,16928670.0,62,103
X2,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",7.4,68,505035,214949694.0,74,134
Teenage Mutant Ninja Turtles,2014,PG-13,"['Action', ' Adventure', ' Comedy']",5.8,31,198939,191204754.0,58,101
The Hunger Games: Mockingjay - Part 1,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.6,64,405447,337135885.0,66,123
Contact,1997,PG,"['Drama', ' Mystery', ' Sci-Fi']",7.4,62,249629,100920329.0,74,150
The Circle,2017,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",5.3,43,82162,20497844.0,53,110
Pokémon: Detective Pikachu,2019,PG,"['Action', ' Adventure', ' Comedy']",6.6,53,131368,144105346.0,66,104
Signs,2002,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",6.7,59,332330,227966634.0,67,106
The First Purge,2018,R,"['Action', ' Horror', ' Sci-Fi']",5.2,54,52804,69488745.0,52,97
Little Shop of Horrors,1986,PG-13,"['Comedy', ' Horror', ' Musical']",7.0,81,64036,38747385.0,70,94
Ghost in the Shell,2017,PG-13,"['Action', ' Crime', ' Drama']",6.3,52,191978,40563557.0,63,107
I Am Mother,2019,,"['Drama', ' Mystery', ' Sci-Fi']",6.7,64,71408,,67,113
Moon,2009,R,"['Drama', ' Mystery', ' Sci-Fi']",7.9,67,330453,5009677.0,79,97
Flash Gordon,1980,,"['Action', ' Adventure', ' Sci-Fi']",6.5,58,49959,,65,111
The Faculty,1998,R,"['Horror', ' Sci-Fi']",6.5,61,109016,40064955.0,65,104
The Wave,2019,R,"['Sci-Fi', ' Thriller']",6.0,51,2835,,60,87
Elysium,2013,R,"['Action', ' Drama', ' Sci-Fi']",6.6,61,414500,93050117.0,66,109
John Carter,2012,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.6,51,252201,73078100.0,66,132
10 Cloverfield Lane,2016,PG-13,"['Action', ' Drama', ' Horror']",7.2,76,284025,72082998.0,72,103
Knowing,2009,PG-13,"['Action', ' Drama', ' Mystery']",6.2,41,218130,79957634.0,62,121
A Cure for Wellness,2016,R,"['Drama', ' Fantasy', ' Horror']",6.4,47,82996,8106986.0,64,146
The Day After Tomorrow,2004,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.4,47,409175,186740799.0,64,124
The Day the Earth Stood Still,2008,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",5.5,40,161878,79366978.0,55,104
Transformers: Dark of the Moon,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.2,42,380605,352390543.0,62,154
Cargo,2017,,"['Drama', ' Horror', ' Sci-Fi']",6.3,65,34928,,63,105
Gwoemul,2006,R,"['Action', ' Drama', ' Horror']",7.1,85,103462,2201923.0,71,120
Hollow Man,2000,R,"['Action', ' Horror', ' Sci-Fi']",5.8,24,122178,73209340.0,58,112
Sorry to Bother You,2018,R,"['Comedy', ' Fantasy', ' Sci-Fi']",6.9,80,58404,17493096.0,69,112
District 9,2009,R,"['Action', ' Sci-Fi', ' Thriller']",7.9,81,631196,115646235.0,79,112
Hulk,2003,PG-13,"['Action', ' Sci-Fi']",5.6,54,249120,132177234.0,56,138
Terminator Salvation,2009,PG-13,"['Action', ' Adventure', ' Fantasy']",6.5,49,339718,125322469.0,65,115
The World's End,2013,R,"['Comedy', ' Sci-Fi']",7.0,81,254814,26004851.0,70,109
4: Rise of the Silver Surfer,2007,PG,"['Action', ' Adventure', ' Fantasy']",5.6,45,248157,131921738.0,56,92
Blade,1998,R,"['Action', ' Horror', ' Sci-Fi']",7.1,45,240674,70087718.0,71,120
Child's Play,2019,R,"['Horror', ' Sci-Fi']",5.8,48,41624,29208403.0,58,90
The Endless,2017,,"['Drama', ' Fantasy', ' Horror']",6.5,80,31068,272020.0,65,111
Alien³,1992,R,"['Action', ' Horror', ' Sci-Fi']",6.5,59,272540,55473600.0,65,114
Mad Max 2,1981,,"['Action', ' Adventure', ' Sci-Fi']",7.6,77,163899,12465371.0,76,96
Gattaca,1997,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",7.8,64,276330,12339633.0,78,106
The Last Days of American Crime,2020,,"['Action', ' Crime', ' Drama']",3.6,15,8388,,36,148
Superman Returns,2006,PG-13,"['Action', ' Sci-Fi']",6.0,72,268548,200081192.0,60,154
Melancholia,2011,R,"['Drama', ' Sci-Fi']",7.2,80,164888,3029870.0,72,135
Brazil,1985,R,"['Drama', ' Sci-Fi']",7.9,84,184847,9929135.0,79,132
Terminator 3: Rise of the Machines,2003,R,"['Action', ' Sci-Fi']",6.3,66,372445,150371112.0,63,109
Godzilla,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.4,62,370426,200676069.0,64,123
Treasure Planet,2002,PG,"['Animation', ' Adventure', ' Family']",7.2,60,99899,38176783.0,72,95
The Cell,2000,R,"['Horror', ' Sci-Fi', ' Thriller']",6.3,40,94084,61334059.0,63,107
Maze Runner: The Death Cure,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.2,50,107770,58032443.0,62,143
Wild Wild West,1999,PG-13,"['Action', ' Comedy', ' Sci-Fi']",5.0,38,151239,113805681.0,50,106
Assassin's Creed,2016,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.7,36,181913,54647948.0,57,115
Cloverfield,2008,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",7.0,64,368333,80048433.0,70,85
Teenage Mutant Ninja Turtles,1990,,"['Action', ' Adventure', ' Comedy']",6.8,51,84022,135265915.0,68,93
Independence Day: Resurgence,2016,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.2,32,164306,103144286.0,52,120
A.I. Artificial Intelligence,2001,PG-13,"['Drama', ' Sci-Fi']",7.2,65,286891,78616689.0,72,146
Cocoon,1985,,"['Comedy', ' Drama', ' Sci-Fi']",6.7,65,56437,76113124.0,67,117
Ender's Game,2013,PG-13,"['Action', ' Adventure', ' Fantasy']",6.6,51,220786,61737191.0,66,114
Жана Ормекшi-адам: Кернеген куат,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.6,53,410188,202853933.0,66,142
Transformers: Age of Extinction,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.6,32,295207,245439076.0,56,165
Nineteen Eighty-Four,1984,,"['Drama', ' Sci-Fi']",7.1,67,65115,8400000.0,71,113
Atlantis: The Lost Empire,2001,PG,"['Animation', ' Action', ' Adventure']",6.9,52,101841,84052762.0,69,95
Source Code,2011,PG-13,"['Action', ' Drama', ' Mystery']",7.5,74,477712,54712227.0,75,93
Lilo & Stitch,2002,PG,"['Animation', ' Adventure', ' Comedy']",7.2,73,164369,145794338.0,72,85
The Fly,1986,,"['Drama', ' Horror', ' Sci-Fi']",7.6,79,156020,40456565.0,76,96
Total Recall,2012,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.3,43,237693,58877969.0,63,118
Escape from New York,1981,,"['Action', ' Adventure', ' Sci-Fi']",7.2,76,123067,25244700.0,72,99
Deep Blue Sea,1999,R,"['Action', ' Adventure', ' Sci-Fi']",5.9,54,123159,73648142.0,59,105
Coherence,2013,,"['Drama', ' Mystery', ' Sci-Fi']",7.2,65,104283,68877.0,72,89
Transformers: Revenge of the Fallen,2009,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.0,35,379921,402111870.0,60,149
Space Jam,1996,PG,"['Animation', ' Adventure', ' Comedy']",6.4,59,159314,90463534.0,64,88
Krull,1983,,"['Action', ' Adventure', ' Fantasy']",6.1,45,29841,16519460.0,61,116
Limitless,2011,PG-13,"['Sci-Fi', ' Thriller']",7.4,59,519980,79249455.0,74,105
The Adventures of Sharkboy and Lavagirl 3-D,2005,PG,"['Action', ' Adventure', ' Comedy']",3.6,38,31094,39177684.0,36,93
Mortal Kombat,1995,PG-13,"['Action', ' Adventure', ' Fantasy']",5.8,58,100059,70454098.0,58,101
The Silence,2019,PG-13,"['Drama', ' Horror', ' Sci-Fi']",5.3,25,35489,,53,90
Isle of Dogs,2018,PG-13,"['Animation', ' Adventure', ' Comedy']",7.9,82,133534,32015231.0,79,101
The Chronicles of Riddick,2004,R,"['Action', ' Adventure', ' Sci-Fi']",6.7,38,212405,57761012.0,67,119
Congo,1995,PG-13,"['Action', ' Adventure', ' Mystery']",5.3,22,41622,81022101.0,53,109
Cube,1997,R,"['Drama', ' Mystery', ' Sci-Fi']",7.2,61,207731,501818.0,72,90
The Matrix Revolutions,2003,R,"['Action', ' Sci-Fi']",6.8,47,440438,139313948.0,68,129
Tomorrowland,2015,PG,"['Action', ' Adventure', ' Family']",6.4,60,169865,93436322.0,64,130
Dark City,1998,R,"['Mystery', ' Sci-Fi', ' Thriller']",7.6,66,185579,14378331.0,76,100
Alien: Resurrection,1997,R,"['Action', ' Horror', ' Sci-Fi']",6.2,63,224963,47748610.0,62,109
Tawiq Eti Az,2005,G,"['Animation', ' Adventure', ' Comedy']",5.7,48,84422,135386665.0,57,81
Men in Black II,2002,PG-13,"['Action', ' Adventure', ' Comedy']",6.2,49,337910,190418803.0,62,88
Riddick,2013,R,"['Action', ' Adventure', ' Sci-Fi']",6.4,49,152261,42025135.0,64,119
Megamind,2010,PG,"['Animation', ' Action', ' Comedy']",7.2,63,223617,148415853.0,72,95
Planet of the Apes,1968,G,"['Adventure', ' Sci-Fi']",8.0,79,163185,33395426.0,80,112
Unbreakable,2000,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",7.3,62,380891,95011339.0,73,106
Pacific Rim: Uprising,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.6,44,103394,59874525.0,56,111
I Am Number Four,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.1,36,225409,55100437.0,61,111
Flatliners,2017,PG-13,"['Drama', ' Horror', ' Mystery']",5.2,27,40729,16866403.0,52,109
Only,2019,,"['Drama', ' Romance', ' Sci-Fi']",5.1,53,2184,,51,98
Sunshine,2007,R,"['Sci-Fi', ' Thriller']",7.2,64,230190,3675753.0,72,107
Criminal,2016,R,"['Action', ' Sci-Fi', ' Thriller']",6.3,36,57947,14268533.0,63,113
9,2009,PG-13,"['Animation', ' Action', ' Adventure']",7.1,60,131484,31743332.0,71,79
The Arrival,1996,PG-13,"['Sci-Fi', ' Thriller']",6.3,56,31813,14048372.0,63,115
The Cloverfield Paradox,2018,PG-13,"['Action', ' Adventure', ' Horror']",5.5,37,93061,,55,102
The Purge: Election Year,2016,R,"['Action', ' Horror', ' Sci-Fi']",6.0,55,88020,79213375.0,60,108
The Bad Batch,2016,R,"['Drama', ' Horror', ' Romance']",5.3,62,25551,177680.0,53,118
Paradise Hills,2019,,"['Fantasy', ' Sci-Fi', ' Thriller']",5.6,50,10459,,56,95
Paul,2011,R,"['Adventure', ' Comedy', ' Sci-Fi']",7.0,57,232027,37412945.0,70,104
Pitch Black,2000,R,"['Action', ' Horror', ' Sci-Fi']",7.1,49,223040,39240659.0,71,109
Metropolis,1927,,"['Drama', ' Sci-Fi']",8.3,98,156682,1236166.0,83,153
Ice Age: Collision Course,2016,PG,"['Animation', ' Adventure', ' Comedy']",5.7,34,55168,64063008.0,57,94
The Hitchhiker's Guide to the Galaxy,2005,PG,"['Adventure', ' Comedy', ' Sci-Fi']",6.8,63,184634,51085416.0,68,109
The Purge: Anarchy,2014,R,"['Action', ' Adventure', ' Horror']",6.4,50,134776,71962800.0,64,103
War for the Planet of the Apes,2017,PG-13,"['Action', ' Adventure', ' Drama']",7.4,82,222912,146880162.0,74,140
The Rocketeer,1991,,"['Action', ' Adventure', ' Family']",6.5,61,52150,46704056.0,65,108
Dragonball Evolution,2009,PG,"['Action', ' Adventure', ' Family']",2.5,45,69421,9353573.0,25,85
Captive State,2019,PG-13,"['Action', ' Adventure', ' Drama']",6.0,54,46258,5958315.0,60,109
Batoru rowaiaru,2000,,"['Action', ' Adventure', ' Drama']",7.6,81,166782,,76,114
The Abyss,1989,PG-13,"['Adventure', ' Drama', ' Mystery']",7.6,62,160050,54461047.0,76,171
Cowboys & Aliens,2011,PG-13,"['Action', ' Sci-Fi', ' Thriller']",6.0,50,205226,100240551.0,60,119
Blade: Trinity,2004,R,"['Action', ' Adventure', ' Fantasy']",5.9,38,163840,52411906.0,59,113
Night of the Creeps,1986,,"['Comedy', ' Horror', ' Sci-Fi']",6.8,62,20277,591366.0,68,88
She Dies Tomorrow,2020,R,"['Comedy', ' Drama', ' Mystery']",5.1,80,2252,,51,86
Extinction,2018,,"['Action', ' Drama', ' Sci-Fi']",5.8,40,44834,,58,95
Predators,2010,R,"['Action', ' Adventure', ' Sci-Fi']",6.4,51,209088,52000688.0,64,107
Despicable Me 3,2017,PG,"['Animation', ' Adventure', ' Comedy']",6.3,49,109323,264624300.0,63,89
Transcendence,2014,PG-13,"['Action', ' Drama', ' Sci-Fi']",6.3,42,214120,23022309.0,63,119
Future World,2018,R,"['Action', ' Adventure', ' Sci-Fi']",3.2,10,5305,,32,90
The 5th Wave,2016,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.2,33,97814,34916787.0,52,112
The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,,"['Adventure', ' Comedy', ' Romance']",6.3,70,23617,6254148.0,63,103
Land of the Lost,2009,PG-13,"['Action', ' Adventure', ' Comedy']",5.3,32,65003,49438370.0,53,102
Slither,2006,R,"['Comedy', ' Horror', ' Sci-Fi']",6.4,69,73145,7774730.0,64,95
Equilibrium,2002,R,"['Action', ' Drama', ' Sci-Fi']",7.4,33,308543,1203974.0,74,107
Robots,2005,PG,"['Animation', ' Adventure', ' Comedy']",6.3,64,130475,128200012.0,63,91
Happy Death Day 2U,2019,PG-13,"['Comedy', ' Horror', ' Mystery']",6.2,57,53149,28051045.0,62,100
The Core,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",5.5,48,92214,31186896.0,55,135
Ghosts of Mars,2001,R,"['Action', ' Horror', ' Sci-Fi']",4.9,35,50430,8434601.0,49,98
Pandorum,2009,R,"['Action', ' Horror', ' Mystery']",6.7,28,142161,10330853.0,67,108
Lucy in the Sky,2019,R,"['Drama', ' Sci-Fi']",4.8,36,4903,,48,124
Womb,2010,,"['Drama', ' Romance', ' Sci-Fi']",6.4,48,13242,,64,111
Spy Kids,2001,PG,"['Action', ' Adventure', ' Comedy']",5.5,71,106626,112719001.0,55,88
Journey 2: The Mysterious Island,2012,PG,"['Action', ' Adventure', ' Comedy']",5.8,41,91180,103860290.0,58,94
Maze Runner: The Scorch Trials,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.3,43,216712,81697192.0,63,131
Scooby-Doo 2: Monsters Unleashed,2004,PG,"['Adventure', ' Comedy', ' Family']",5.1,34,48413,84216833.0,51,93
Jumper,2008,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.1,35,283402,80172128.0,61,88
Kôkaku Kidôtai,1995,,"['Animation', ' Action', ' Crime']",8.0,76,125991,515905.0,80,83
The Fountain,2006,PG-13,"['Drama', ' Mystery', ' Romance']",7.2,51,225577,10144010.0,72,97
Howard the Duck,1986,,"['Action', ' Adventure', ' Comedy']",4.7,28,42426,16295774.0,47,110
Rise of the Planet of the Apes,2011,PG-13,"['Action', ' Drama', ' Sci-Fi']",7.6,68,491192,176760185.0,76,105
Another Earth,2011,PG-13,"['Drama', ' Romance', ' Sci-Fi']",7.0,66,89838,1316074.0,70,92
Darkman,1990,,"['Action', ' Sci-Fi', ' Thriller']",6.4,65,57559,33878502.0,64,96
Star Trek II: The Wrath of Khan,1982,PG,"['Action', ' Adventure', ' Sci-Fi']",7.7,67,111013,78912963.0,77,113
Pixels,2015,PG-13,"['Action', ' Comedy', ' Fantasy']",5.5,27,129299,78747585.0,55,105
The Running Man,1987,,"['Action', ' Sci-Fi', ' Thriller']",6.7,45,139088,38122105.0,67,101
Invasion of the Body Snatchers,1978,,"['Horror', ' Sci-Fi']",7.4,75,51213,24946533.0,74,115
Deja Vu,2006,PG-13,"['Action', ' Crime', ' Sci-Fi']",7.0,59,289232,64038616.0,70,126
Never Let Me Go,2010,R,"['Drama', ' Romance', ' Sci-Fi']",7.1,69,135644,2434652.0,71,103
Colossal,2016,R,"['Comedy', ' Drama', ' Fantasy']",6.2,70,57571,3021345.0,62,109
Mute,2018,,"['Mystery', ' Sci-Fi', ' Thriller']",5.4,35,29776,,54,126
28 Weeks Later,2007,R,"['Horror', ' Sci-Fi']",7.0,78,255255,28638916.0,70,100
Proximity,2020,,"['Drama', ' Sci-Fi']",5.6,38,2441,,56,119
Blade II,2002,R,"['Action', ' Fantasy', ' Horror']",6.7,52,196953,82348319.0,67,117
Hardcore Henry,2015,R,"['Action', ' Adventure', ' Sci-Fi']",6.7,51,84968,9252038.0,67,96
Chappie,2015,R,"['Action', ' Crime', ' Drama']",6.8,41,226459,31569268.0,68,120
Flight of the Navigator,1986,,"['Adventure', ' Comedy', ' Family']",6.9,64,43508,18564613.0,69,90
The House with a Clock in Its Walls,2018,PG,"['Comedy', ' Family', ' Fantasy']",6.0,57,43384,68549695.0,60,105
Minions,2015,PG,"['Animation', ' Adventure', ' Comedy']",6.4,56,208301,336045770.0,64,91
Time Bandits,1981,,"['Adventure', ' Comedy', ' Fantasy']",7.0,79,57318,42365581.0,70,116
Primer,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",6.9,68,96576,424760.0,69,77
Zardoz,1974,,"['Adventure', ' Fantasy', ' Sci-Fi']",5.9,46,19082,69000.0,59,105
Gamer,2009,R,"['Action', ' Sci-Fi', ' Thriller']",5.8,27,128878,20488579.0,58,95
Real Steel,2011,PG-13,"['Action', ' Drama', ' Sci-Fi']",7.1,56,293640,85468508.0,71,127
TRON,1982,,"['Action', ' Adventure', ' Sci-Fi']",6.8,58,111734,33000000.0,68,96
Dark Skies,2013,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",6.3,50,69818,17411930.0,63,97
The Stepford Wives,2004,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",5.3,42,59917,59484742.0,53,93
Species,1995,R,"['Action', ' Horror', ' Sci-Fi']",5.8,49,72996,60074103.0,58,108
Ghostbusters II,1989,,"['Action', ' Comedy', ' Fantasy']",6.6,56,179654,112494738.0,66,108
Hellboy II: The Golden Army,2008,PG-13,"['Action', ' Adventure', ' Fantasy']",7.0,78,252958,75754670.0,70,120
Leviathan,1989,,"['Adventure', ' Horror', ' Mystery']",5.8,51,18336,15704614.0,58,98
The Adjustment Bureau,2011,PG-13,"['Romance', ' Sci-Fi', ' Thriller']",7.0,60,240687,62495645.0,70,106
The Host,2013,PG-13,"['Action', ' Adventure', ' Drama']",5.9,35,109817,26627201.0,59,125
Real Genius,1985,,"['Comedy', ' Romance', ' Sci-Fi']",7.0,71,29890,13000000.0,70,108
Repo Men,2010,R,"['Action', ' Sci-Fi', ' Thriller']",6.3,32,99984,13794835.0,63,111
Meet the Robinsons,2007,G,"['Animation', ' Adventure', ' Comedy']",6.8,61,85770,97822171.0,68,95
Logan's Run,1976,,"['Action', ' Adventure', ' Sci-Fi']",6.8,53,50924,25000000.0,68,119
Chronicle,2012,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",7.0,69,237569,64575175.0,70,89
Videodrome,1983,,"['Horror', ' Sci-Fi', ' Thriller']",7.2,60,81564,2120439.0,72,87
Kaze no tani no Naushika,1984,PG,"['Animation', ' Adventure', ' Fantasy']",8.1,86,145753,495770.0,81,117
Solaris,1972,,"['Drama', ' Mystery', ' Sci-Fi']",8.1,90,78564,,81,167
The Last Starfighter,1984,,"['Action', ' Adventure', ' Sci-Fi']",6.8,67,37627,28733290.0,68,101
RoboCop,2014,PG-13,"['Action', ' Crime', ' Sci-Fi']",6.1,52,214056,58607007.0,61,117
How It Ends,2018,,"['Action', ' Adventure', ' Drama']",5.0,36,43234,,50,113
Push,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",6.1,36,104661,31806100.0,61,111
Downsizing,2017,R,"['Drama', ' Sci-Fi']",5.7,63,95913,24449754.0,57,135
AVP: Alien vs. Predator,2004,PG-13,"['Action', ' Adventure', ' Horror']",5.6,29,182262,80282231.0,56,101
The Manchurian Candidate,2004,R,"['Drama', ' Mystery', ' Sci-Fi']",6.6,76,102378,65955630.0,66,129
Paycheck,2003,PG-13,"['Action', ' Mystery', ' Sci-Fi']",6.3,43,102084,53790451.0,63,119
Little Monsters,2019,R,"['Comedy', ' Horror', ' Sci-Fi']",6.3,59,11794,,63,93
My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,PG-13,"['Animation', ' Action', ' Adventure']",8.0,70,2450,,80,104
Dawn of the Planet of the Apes,2014,PG-13,"['Action', ' Adventure', ' Drama']",7.6,79,407308,208545589.0,76,130
Short Circuit,1986,,"['Comedy', ' Family', ' Sci-Fi']",6.7,50,55912,40697761.0,67,98
Resident Evil: The Final Chapter,2016,R,"['Action', ' Horror', ' Sci-Fi']",5.5,49,82084,26830068.0,55,107
Shivers,1975,,"['Horror', ' Sci-Fi']",6.5,58,17365,,65,87
The Happening,2008,R,"['Drama', ' Mystery', ' Sci-Fi']",5.0,34,193375,64506874.0,50,91
The Rover,2014,R,"['Action', ' Crime', ' Drama']",6.4,64,44011,1109199.0,64,103
Mad Max Beyond Thunderdome,1985,,"['Action', ' Adventure', ' Sci-Fi']",6.3,71,125057,36200000.0,63,107
High-Rise,2015,R,"['Drama', ' Sci-Fi']",5.6,65,37194,343139.0,56,119
The Saint,1997,PG-13,"['Action', ' Adventure', ' Romance']",6.3,50,61686,61355436.0,63,116
Tank Girl,1995,R,"['Action', ' Comedy', ' Sci-Fi']",5.4,46,29834,4064333.0,54,104
The Giver,2014,PG-13,"['Drama', ' Romance', ' Sci-Fi']",6.5,47,110500,45089048.0,65,97
Despicable Me 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",7.3,62,363926,368061265.0,73,98
Tenkû no shiro Rapyuta,1986,,"['Animation', ' Adventure', ' Drama']",8.0,78,145892,,80,125
The Wraith,1986,PG-13,"['Action', ' Horror', ' Romance']",6.0,39,14435,3500000.0,60,93
Star Trek: The Motion Picture,1979,G,"['Adventure', ' Mystery', ' Sci-Fi']",6.4,48,80102,82258456.0,64,132
Moonraker,1979,,"['Action', ' Adventure', ' Sci-Fi']",6.3,66,88993,70308099.0,63,126
The Discovery,2017,,"['Drama', ' Romance', ' Sci-Fi']",6.3,54,28764,,63,102
Rise of the Guardians,2012,PG,"['Animation', ' Action', ' Adventure']",7.3,58,153744,103412758.0,73,97
Journey to the Center of the Earth,2008,PG,"['Action', ' Adventure', ' Family']",5.8,57,111647,101704370.0,58,93
After Earth,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",4.8,33,189460,60522097.0,48,100
Sea Fever,2019,,"['Drama', ' Horror', ' Mystery']",5.7,60,6115,,57,95
Next,2007,PG-13,"['Action', ' Sci-Fi', ' Thriller']",6.2,42,146712,18211013.0,62,96
Devil's Gate,2017,,"['Horror', ' Sci-Fi', ' Thriller']",5.1,37,4765,,51,94
A Wrinkle in Time,2018,PG,"['Adventure', ' Family', ' Fantasy']",4.2,53,40078,100478608.0,42,109
Westworld,1973,,"['Action', ' Sci-Fi', ' Thriller']",7.0,77,51034,16055700.0,70,88
The Return of the Living Dead,1985,,"['Comedy', ' Horror', ' Sci-Fi']",7.3,66,53396,14237000.0,73,91
The Iron Giant,1999,PG,"['Animation', ' Action', ' Adventure']",8.0,85,168803,23159305.0,80,86
Anon,2018,,"['Crime', ' Drama', ' Mystery']",6.1,54,35886,,61,100
Speed Racer,2008,PG,"['Action', ' Adventure', ' Comedy']",6.0,37,68116,43945766.0,60,135
Innerspace,1987,,"['Action', ' Adventure', ' Comedy']",6.8,66,53256,25893810.0,68,120
The Time Traveler's Wife,2009,PG-13,"['Drama', ' Fantasy', ' Romance']",7.1,47,138795,63414846.0,71,107
The Dead Zone,1983,,"['Drama', ' Horror', ' Sci-Fi']",7.2,69,60301,20766000.0,72,103
Twilight Zone: The Movie,1983,,"['Horror', ' Sci-Fi']",6.5,44,32466,29500000.0,65,101
Star Trek: Nemesis,2002,PG-13,"['Action', ' Adventure', ' Sci-Fi']",6.4,51,72762,43254409.0,64,116
[Rec],2007,R,"['Action', ' Adventure', ' Fantasy']",7.4,69,162672,,74,78
Monsters vs. Aliens,2009,PG,"['Animation', ' Action', ' Adventure']",6.4,56,144543,198351526.0,64,94
The Specials,2000,R,"['Action', ' Comedy', ' Fantasy']",5.8,38,2172,12996.0,58,82
Resident Evil: Apocalypse,2004,R,"['Action', ' Horror', ' Sci-Fi']",6.2,35,183657,51201453.0,62,94
Re-Animator,1985,,"['Comedy', ' Horror', ' Sci-Fi']",7.2,73,54919,2023414.0,72,104
Light of My Life,2019,R,"['Drama', ' Sci-Fi', ' Thriller']",6.6,67,9496,,66,119
The Watch,2012,R,"['Comedy', ' Sci-Fi']",5.7,36,119959,35353000.0,57,102
Rabid,2019,,"['Horror', ' Sci-Fi']",5.1,43,3409,,51,107
Tau,2018,R,"['Sci-Fi', ' Thriller']",5.8,43,25686,,58,97
I Origins,2014,R,"['Drama', ' Romance', ' Sci-Fi']",7.4,57,113262,334658.0,74,106
Self/less,2015,PG-13,"['Action', ' Mystery', ' Sci-Fi']",6.5,34,87984,12276810.0,65,117
Godzilla,1998,PG-13,"['Action', ' Sci-Fi', ' Thriller']",5.4,32,180019,136314294.0,54,139
The Void,2016,,"['Horror', ' Mystery', ' Sci-Fi']",5.8,62,29788,150372.0,58,90
The Postman,1997,R,"['Action', ' Adventure', ' Drama']",6.1,29,67856,17626234.0,61,177
Universal Soldier,1992,R,"['Action', ' Sci-Fi']",6.0,35,81520,36299898.0,60,102
Cloudy with a Chance of Meatballs,2009,PG,"['Animation', ' Adventure', ' Comedy']",6.9,66,200746,124870275.0,69,90
If I Stay,2014,PG-13,"['Drama', ' Fantasy', ' Music']",6.7,46,114103,50474843.0,67,107
Star Trek: First Contact,1996,PG-13,"['Action', ' Adventure', ' Drama']",7.6,71,116307,92001027.0,76,111
Killer Klowns from Outer Space,1988,,"['Comedy', ' Horror', ' Sci-Fi']",6.2,43,32241,15625095.0,62,88
Soylent Green,1973,,"['Crime', ' Mystery', ' Sci-Fi']",7.1,66,56204,,71,97
Threads,ovie,,"['Drama', ' Sci-Fi', ' War']",8.0,92,11674,,80,112
Battle: Los Angeles,2011,PG-13,"['Action', ' Sci-Fi']",5.7,37,172805,83552429.0,57,116
Volcano,1997,PG-13,"['Action', ' Drama', ' Sci-Fi']",5.5,55,71079,49323468.0,55,104
Death Race,2008,R,"['Action', ' Sci-Fi', ' Thriller']",6.4,43,195755,36316032.0,64,105
Frequency,2000,PG-13,"['Crime', ' Drama', ' Mystery']",7.3,67,99679,45010278.0,73,118
Resident Evil: Retribution,2012,R,"['Action', ' Horror', ' Sci-Fi']",5.4,39,131049,42345531.0,54,95
AVPR: Aliens vs Predator - Requiem,2007,R,"['Action', ' Adventure', ' Fantasy']",4.7,29,114515,41797066.0,47,94
Predator 2,1990,R,"['Action', ' Horror', ' Sci-Fi']",6.3,46,143972,30669413.0,63,108
Lost in Space,1998,PG-13,"['Action', ' Adventure', ' Family']",5.2,42,68758,69117629.0,52,130
Starfish,2018,,"['Drama', ' Sci-Fi']",5.3,74,2400,8147.0,53,101
Spring,2014,,"['Horror', ' Romance', ' Sci-Fi']",6.7,70,23635,48949.0,67,109
