movie,year,rating,genre,imdb,metascore,votes,grosses,n_imdb,runtime_min
Juno,2007,PG-13,"['Comedy', ' Drama']",7.4,81,484615,143495265.0,74,96
Don Jon,2013,R,"['Comedy', ' Drama', ' Romance']",6.5,66,226253,24477704.0,65,90
Breakfast at Tiffany's,1961,,"['Comedy', ' Drama', ' Romance']",7.6,76,163546,,76,115
Just Go with It,2011,PG-13,"['Comedy', ' Romance']",6.4,33,217582,103028109.0,64,117
Big,1988,,"['Comedy', ' Drama', ' Fantasy']",7.3,73,194223,114968774.0,73,104
Robin Hood: Men in Tights,1993,PG-13,"['Adventure', ' Comedy', ' Musical']",6.7,44,114370,35739755.0,67,104
Risky Business,1983,,"['Comedy', ' Crime', ' Drama']",6.8,75,79398,63500000.0,68,99
Demolition,2015,R,"['Action', ' Comedy', ' Drama']",7.0,49,86776,1978592.0,70,101
Ralph Breaks the Internet,2018,PG,"['Animation', ' Adventure', ' Comedy']",7.1,71,125198,201091711.0,71,112
Safety Not Guaranteed,2012,R,"['Comedy', ' Drama', ' Romance']",7.0,72,117425,4010957.0,70,86
The American President,1995,PG-13,"['Comedy', ' Drama', ' Romance']",6.8,67,51076,65000000.0,68,114
Varsity Blues,1999,R,"['Comedy', ' Drama', ' Romance']",6.5,50,41343,52885587.0,65,106
Can You Keep a Secret?,2019,,"['Comedy', ' Romance']",5.3,35,8801,26785.0,53,94
Кара киiмдiлер 3,2012,PG-13,"['Action', ' Adventure', ' Comedy']",6.8,58,330331,179020854.0,68,106
Dinner for Schmucks,2010,PG-13,['Comedy'],5.9,56,98916,73026337.0,59,114
Mrs. Doubtfire,1993,PG-13,"['Comedy', ' Drama', ' Family']",7.0,53,240150,219200000.0,70,125
3 Idiots,2009,PG-13,"['Comedy', ' Drama']",8.4,67,333703,6532908.0,84,170
"Honey, I Shrunk the Kids",1989,,"['Adventure', ' Comedy', ' Family']",6.4,63,140058,130724172.0,64,93
Who Framed Roger Rabbit,1988,,"['Animation', ' Adventure', ' Comedy']",7.7,83,178921,156452370.0,77,104
Harold & Kumar Go to White Castle,2004,R,"['Adventure', ' Comedy']",7.1,64,179701,18225165.0,71,88
A Series of Unfortunate Events,2004,PG,"['Adventure', ' Comedy', ' Family']",6.8,62,193492,118627117.0,68,108
Blazing Saddles,1974,,"['Comedy', ' Western']",7.7,73,123833,119500000.0,77,93
The Dirt,2019,,"['Biography', ' Comedy', ' Drama']",7.0,39,37610,,70,107
No Strings Attached,2011,R,"['Comedy', ' Romance']",6.2,50,210157,70662220.0,62,108
In Bruges,2008,R,"['Comedy', ' Crime', ' Drama']",7.9,67,384518,7757130.0,79,107
Desperados,2020,,"['Comedy', ' Romance']",5.1,41,7344,,51,105
Night at the Museum: Secret of the Tomb,2014,PG,"['Adventure', ' Comedy', ' Family']",6.2,47,103734,113746621.0,62,98
The Sandlot,1993,PG,"['Comedy', ' Drama', ' Family']",7.8,55,77503,32416586.0,78,101
That's My Boy,2012,R,['Comedy'],5.5,31,89417,36931089.0,55,116
Lady and the Tramp,2019,PG,"['Adventure', ' Comedy', ' Drama']",6.3,48,14109,,63,103
Gremlins,1984,,"['Comedy', ' Fantasy', ' Horror']",7.3,70,192509,148170000.0,73,106
Long Shot,2019,R,"['Comedy', ' Romance']",6.8,67,89141,30316271.0,68,125
The Disaster Artist,2017,R,"['Biography', ' Comedy', ' Drama']",7.4,76,134084,21120616.0,74,104
She's Out of My League,2010,R,"['Comedy', ' Romance']",6.4,46,125045,31584722.0,64,104
John Tucker Must Die,2006,PG-13,"['Comedy', ' Romance']",5.8,41,78668,41011711.0,58,89
The Graduate,1967,PG,"['Comedy', ' Drama', ' Romance']",8.0,83,250373,104945305.0,80,106
Notting Hill,1999,PG-13,"['Comedy', ' Drama', ' Romance']",7.1,68,266080,116089678.0,71,124
Finding Dory,2016,PG,"['Animation', ' Adventure', ' Comedy']",7.3,77,234388,486295561.0,73,97
"O Brother, Where Art Thou?",2000,PG-13,"['Adventure', ' Comedy', ' Crime']",7.7,69,280177,45512588.0,77,107
Bad Boys,1995,R,"['Action', ' Comedy', ' Crime']",6.9,41,236027,65807024.0,69,119
Sixteen Candles,1984,,"['Comedy', ' Romance']",7.1,61,103158,23686027.0,71,93
A Bug's Life,1998,,"['Animation', ' Adventure', ' Comedy']",7.2,77,262048,162798565.0,72,95
Wedding Crashers,2005,R,"['Comedy', ' Romance']",6.9,64,328440,209218368.0,69,119
The Princess Diaries,2001,G,"['Comedy', ' Family', ' Romance']",6.3,52,125581,108248956.0,63,111
Despicable Me,2010,PG,"['Animation', ' Comedy', ' Family']",7.6,72,492306,251513985.0,76,95
MASH,1970,R,"['Comedy', ' Drama', ' War']",7.4,80,66612,81600000.0,74,116
The Birdcage,1996,R,['Comedy'],7.1,72,78453,124060553.0,71,117
Kung Fu Panda,2008,PG,"['Animation', ' Action', ' Adventure']",7.5,74,410747,215434591.0,75,92
The Addams Family,2019,PG,"['Animation', ' Comedy', ' Family']",5.8,46,24067,100044905.0,58,86
Last Vegas,2013,PG-13,"['Comedy', ' Drama']",6.6,48,126752,63914167.0,66,105
Austin Powers: International Man of Mystery,1997,PG-13,"['Adventure', ' Comedy']",7.0,51,218143,53883989.0,70,94
The Wedding Singer,1998,PG-13,"['Comedy', ' Music', ' Romance']",6.8,59,132429,80245725.0,68,97
Forgetting Sarah Marshall,2008,R,"['Comedy', ' Drama', ' Romance']",7.1,67,259788,63172463.0,71,111
Barbarella,1968,,"['Adventure', ' Comedy', ' Fantasy']",5.9,51,31734,,59,98
"To Wong Foo Thanks for Everything, Julie Newmar",1995,PG-13,"['Comedy', ' Drama']",6.6,60,28005,36474193.0,66,109
Back to School,1986,,"['Comedy', ' Romance', ' Sport']",6.7,68,27493,91258000.0,67,96
White Chicks,2004,PG-13,"['Comedy', ' Crime']",5.6,41,128288,70831760.0,56,109
Groundhog Day,1993,PG,"['Comedy', ' Fantasy', ' Romance']",8.0,72,570297,70906973.0,80,101
This Is 40,2012,R,"['Comedy', ' Romance']",6.2,59,125351,67544505.0,62,134
The Other Guys,2010,PG-13,"['Action', ' Comedy', ' Crime']",6.6,64,238655,119219978.0,66,107
American Graffiti,1973,,"['Comedy', ' Drama']",7.4,97,80397,115000000.0,74,110
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,"['Action', ' Adventure', ' Comedy']",6.0,40,82886,82051601.0,60,112
Just One of the Guys,1985,,"['Comedy', ' Romance']",6.5,57,13753,11500000.0,65,100
Earth Girls Are Easy,1988,,"['Comedy', ' Musical', ' Romance']",5.4,66,19937,3916303.0,54,100
"Love, Rosie",2014,R,"['Comedy', ' Romance']",7.2,44,117955,20431.0,72,102
Horrible Bosses,2011,R,"['Comedy', ' Crime']",6.9,57,416744,117538559.0,69,98
Pride and Prejudice and Zombies,2016,PG-13,"['Action', ' Comedy', ' Fantasy']",5.8,45,50344,10907291.0,58,108
Wild at Heart,1990,,"['Comedy', ' Crime', ' Drama']",7.2,52,81529,14560247.0,72,125
Tusk,2014,R,"['Comedy', ' Drama', ' Horror']",5.3,55,45535,1821983.0,53,102
Ghostbusters,2016,PG-13,"['Action', ' Comedy', ' Fantasy']",6.5,60,200532,128344089.0,65,117
Ted,2012,R,['Comedy'],6.9,62,563061,218815487.0,69,106
(500) Days of Summer,2009,PG-13,"['Comedy', ' Drama', ' Romance']",7.7,76,465371,32391374.0,77,95
Sky High,2005,PG,"['Adventure', ' Comedy', ' Family']",6.2,62,77520,63946815.0,62,100
Valley Girl,2020,PG-13,"['Comedy', ' Musical', ' Romance']",5.4,53,1475,,54,102
Addams Family Values,1993,PG-13,"['Comedy', ' Fantasy']",6.7,62,77318,48919043.0,67,94
This Is Spinal Tap,1984,,"['Comedy', ' Music']",7.9,92,126929,188751.0,79,82
Inherent Vice,2014,R,"['Comedy', ' Crime', ' Drama']",6.7,81,92654,8110975.0,67,148
Zookeeper,2011,PG,"['Comedy', ' Family', ' Fantasy']",5.2,30,56265,80360843.0,52,102
Teenage Mutant Ninja Turtles,2014,PG-13,"['Action', ' Adventure', ' Comedy']",5.8,31,198939,191204754.0,58,101
Wayne's World,1992,PG-13,"['Comedy', ' Music']",7.0,57,141738,121697350.0,70,94
Step Brothers,2008,R,['Comedy'],6.9,51,263712,100468793.0,69,98
Sex and the City,2008,R,"['Comedy', ' Drama', ' Romance']",5.6,53,114674,152647258.0,56,145
Hunt for the Wilderpeople,2016,PG-13,"['Adventure', ' Comedy', ' Drama']",7.9,81,105186,5202582.0,79,101
"Yes, God, Yes",2019,R,"['Comedy', ' Drama']",6.0,71,3594,,60,78
Blockers,2018,R,['Comedy'],6.2,69,69329,60311495.0,62,102
Pitch Perfect 2,2015,PG-13,"['Comedy', ' Music']",6.4,63,139941,184296230.0,64,115
Stripes,1981,R,"['Comedy', ' War']",6.9,68,64123,85297000.0,69,106
Burn After Reading,2008,R,"['Comedy', ' Crime', ' Drama']",7.0,63,304806,60355347.0,70,96
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,['Comedy'],8.4,97,442309,275902.0,84,95
Pokémon: Detective Pikachu,2019,PG,"['Action', ' Adventure', ' Comedy']",6.6,53,131368,144105346.0,66,104
The Big Wedding,2013,R,"['Comedy', ' Drama', ' Romance']",5.6,28,46793,21784432.0,56,90
Trolls,2016,PG,"['Animation', ' Adventure', ' Comedy']",6.5,55,70457,153707064.0,65,92
Ace Ventura: Pet Detective,1994,PG-13,['Comedy'],6.9,37,272956,72217000.0,69,86
Little Shop of Horrors,1986,PG-13,"['Comedy', ' Horror', ' Musical']",7.0,81,64036,38747385.0,70,94
Annie,1982,,"['Comedy', ' Drama', ' Family']",6.6,39,39166,57059003.0,66,126
Jerry Maguire,1996,R,"['Comedy', ' Drama', ' Romance']",7.3,77,238997,153952592.0,73,139
When Harry Met Sally...,1989,,"['Comedy', ' Drama', ' Romance']",7.6,76,191196,92823600.0,76,95
Johnny English,2003,PG,"['Action', ' Adventure', ' Comedy']",6.2,51,145635,28082366.0,62,89
Cool World,1992,PG-13,"['Animation', ' Comedy', ' Fantasy']",4.9,28,20419,14110600.0,49,102
Do the Right Thing,1989,,"['Comedy', ' Drama']",8.0,93,86629,27545445.0,80,120
The Change-Up,2011,R,"['Comedy', ' Fantasy']",6.3,39,164470,37243418.0,63,112
Police Academy,1984,,['Comedy'],6.7,41,111783,81198894.0,67,96
The Royal Tenenbaums,2001,R,"['Comedy', ' Drama']",7.6,76,261560,52364010.0,76,110
Abominable,2019,PG,"['Animation', ' Adventure', ' Comedy']",7.0,61,26373,60716390.0,70,97
There's Something About Mary,1998,R,"['Comedy', ' Romance']",7.1,69,286899,176484651.0,71,119
Best in Show,2000,PG-13,['Comedy'],7.4,78,54684,18621249.0,74,90
Big Daddy,1999,PG-13,"['Comedy', ' Drama']",6.4,41,196108,163479795.0,64,93
Батыл журек,2012,PG,"['Animation', ' Adventure', ' Comedy']",7.1,69,365214,237283207.0,71,93
The Dictator,2012,R,['Comedy'],6.4,58,268849,59650222.0,64,83
Sorry to Bother You,2018,R,"['Comedy', ' Fantasy', ' Sci-Fi']",6.9,80,58404,17493096.0,69,112
12 Hour Shift,2020,,"['Comedy', ' Horror', ' Thriller']",6.4,63,69,,64,86
Love & Other Drugs,2010,R,"['Comedy', ' Drama', ' Romance']",6.7,55,177442,32367005.0,67,112
Wreck-It Ralph,2012,PG,"['Animation', ' Adventure', ' Comedy']",7.7,72,372460,189422889.0,77,101
Now You See Me 2,2016,PG-13,"['Action', ' Adventure', ' Comedy']",6.5,46,241733,65075540.0,65,129
Death Becomes Her,1992,PG-13,"['Comedy', ' Fantasy', ' Horror']",6.6,56,101070,58422650.0,66,104
On the Rocks,2020,R,"['Adventure', ' Comedy', ' Drama']",7.4,75,36,,74,96
The Spy Who Dumped Me,2018,R,"['Action', ' Adventure', ' Comedy']",6.0,52,66150,33562069.0,60,117
The World's End,2013,R,"['Comedy', ' Sci-Fi']",7.0,81,254814,26004851.0,70,109
Monty Python and the Holy Grail,1975,,"['Adventure', ' Comedy', ' Fantasy']",8.2,91,492836,1229197.0,82,91
The Duff,2015,PG-13,"['Comedy', ' Romance']",6.5,56,81661,34017854.0,65,101
Sausage Party,2016,R,"['Animation', ' Adventure', ' Comedy']",6.1,66,172494,97685686.0,61,89
The Little Rascals,1994,PG,"['Comedy', ' Family', ' Romance']",6.3,45,42263,51764950.0,63,82
Swiss Army Man,2016,R,"['Comedy', ' Drama', ' Fantasy']",7.0,64,103454,4208879.0,70,97
Madagascar,2005,PG,"['Animation', ' Adventure', ' Comedy']",6.9,57,358736,193595521.0,69,86
I Feel Pretty,2018,PG-13,"['Comedy', ' Romance']",5.5,48,47339,48795601.0,55,110
Smokey and the Bandit,1977,,"['Action', ' Comedy']",7.0,50,44332,126737428.0,70,96
To All the Boys I've Loved Before,2018,,"['Comedy', ' Drama', ' Romance']",7.1,64,82507,,71,99
An American Werewolf in London,1981,,"['Comedy', ' Horror']",7.5,60,89887,30565292.0,75,97
The Intern,2015,PG-13,"['Comedy', ' Drama']",7.1,51,213963,75764672.0,71,121
The Smurfs,2011,PG,"['Animation', ' Adventure', ' Comedy']",5.4,30,82410,142614158.0,54,103
The Naked Gun: From the Files of Police Squad!,1988,,"['Comedy', ' Crime']",7.6,76,149176,78756177.0,76,85
The Ridiculous 6,2015,,"['Action', ' Adventure', ' Comedy']",4.8,18,43095,,48,119
The Layover,2017,R,"['Comedy', ' Romance']",4.7,15,12686,,47,88
Road Trip,2000,R,['Comedy'],6.4,55,155687,68540777.0,64,93
Sex and the City 2,2010,R,"['Comedy', ' Drama', ' Romance']",4.5,27,73139,95347692.0,45,146
Night at the Museum,2006,PG,"['Adventure', ' Comedy', ' Family']",6.4,48,307891,250863268.0,64,108
Uncle Buck,1989,,['Comedy'],7.0,51,82862,66758538.0,70,100
Spy,2015,R,"['Action', ' Comedy', ' Crime']",7.0,75,226407,110825712.0,70,120
The Secret Life of Walter Mitty,2013,PG,"['Comedy', ' Drama', ' Fantasy']",7.3,54,289166,58236838.0,73,114
Used Cars,1980,,['Comedy'],6.8,68,13335,,68,113
Overboard,2018,PG-13,"['Comedy', ' Romance']",6.0,42,33288,50316123.0,60,112
Friends with Benefits,2011,R,"['Comedy', ' Romance']",6.5,63,334905,55802754.0,65,109
Wild Wild West,1999,PG-13,"['Action', ' Comedy', ' Sci-Fi']",5.0,38,151239,113805681.0,50,106
101 Dalmatians,1996,,"['Adventure', ' Comedy', ' Crime']",5.7,49,99554,136189294.0,57,103
The Secret Life of Pets 2,2019,PG,"['Animation', ' Adventure', ' Comedy']",6.5,55,46812,158874395.0,65,86
Dark Shadows,2012,PG-13,"['Comedy', ' Fantasy', ' Horror']",6.2,55,243307,79727149.0,62,113
She's the Man,2006,PG-13,"['Comedy', ' Romance', ' Sport']",6.3,45,143844,2339735.0,63,105
How Do You Know,2010,PG-13,"['Comedy', ' Drama', ' Romance']",5.4,46,45822,30212620.0,54,121
Enchanted,2007,PG,"['Animation', ' Comedy', ' Family']",7.0,75,174311,127807262.0,70,107
Teenage Mutant Ninja Turtles,1990,,"['Action', ' Adventure', ' Comedy']",6.8,51,84022,135265915.0,68,93
Playing with Fire,2019,PG,"['Comedy', ' Family']",5.0,24,9128,,50,96
Cocoon,1985,,"['Comedy', ' Drama', ' Sci-Fi']",6.7,65,56437,76113124.0,67,117
War Dogs,2016,R,"['Biography', ' Comedy', ' Crime']",7.1,57,172830,43034523.0,71,114
Ice Age,2002,PG,"['Animation', ' Adventure', ' Comedy']",7.5,60,432561,176387405.0,75,81
The Invention of Lying,2009,PG-13,"['Comedy', ' Fantasy', ' Romance']",6.4,58,124112,18439082.0,64,100
Dick Tracy,1990,,"['Action', ' Comedy', ' Crime']",6.1,68,56794,103738726.0,61,105
Seven Psychopaths,2012,R,"['Comedy', ' Crime']",7.2,66,237347,15024049.0,72,110
Casper,1995,PG,"['Comedy', ' Family', ' Fantasy']",6.1,49,117359,100328194.0,61,100
The Christmas Chronicles,2018,,"['Adventure', ' Comedy', ' Family']",7.1,52,42979,,71,104
Knocked Up,2007,R,"['Comedy', ' Romance']",6.9,85,346308,148734225.0,69,129
The Death of Stalin,2017,R,"['Comedy', ' Drama', ' History']",7.2,88,82603,8041828.0,72,107
The Hustle,2019,PG-13,"['Comedy', ' Crime']",5.4,35,44446,35417038.0,54,93
Lilo & Stitch,2002,PG,"['Animation', ' Adventure', ' Comedy']",7.2,73,164369,145794338.0,72,85
"Love, Simon",2018,PG-13,"['Comedy', ' Drama', ' Romance']",7.6,72,94987,40826341.0,76,110
Career Opportunities,1991,,"['Comedy', ' Romance']",5.9,41,10428,11336986.0,59,83
Tucker and Dale vs Evil,2010,R,"['Comedy', ' Horror']",7.5,65,162905,223838.0,75,89
Johnny English Strikes Again,2018,PG,"['Action', ' Adventure', ' Comedy']",6.2,39,60951,4412170.0,62,89
Pain & Gain,2013,R,"['Action', ' Comedy', ' Crime']",6.4,45,198244,49875291.0,64,129
Buffy the Vampire Slayer,1992,PG-13,"['Action', ' Comedy', ' Fantasy']",5.7,48,39108,16624456.0,57,86
The Heat,2013,R,"['Action', ' Comedy', ' Crime']",6.6,60,160386,159582188.0,66,117
The Art of Racing in the Rain,2019,PG,"['Comedy', ' Drama', ' Romance']",7.6,43,22332,25501224.0,76,109
Movie 43,2013,R,['Comedy'],4.3,18,98307,8828771.0,43,94
Into the Woods,2014,PG,"['Adventure', ' Comedy', ' Drama']",5.9,69,130002,128002372.0,59,125
The Smurfs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",5.3,34,37128,71017784.0,53,105
The Best Exotic Marigold Hotel,2011,PG-13,"['Comedy', ' Drama', ' Romance']",7.2,62,89094,46412041.0,72,124
Blow the Man Down,2019,R,"['Comedy', ' Drama', ' Mystery']",6.4,72,5728,,64,91
Ride Along,2014,PG-13,"['Action', ' Comedy', ' Crime']",6.2,41,101134,134938200.0,62,99
Fantastic Mr. Fox,2009,PG,"['Animation', ' Adventure', ' Comedy']",7.9,83,193725,21002919.0,79,87
Little Children,2006,R,"['Comedy', ' Drama', ' Romance']",7.5,75,104294,5463019.0,75,137
Four Weddings and a Funeral,1994,R,"['Comedy', ' Drama', ' Romance']",7.0,81,136470,52700832.0,70,117
17 Again,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",6.3,48,176613,64167069.0,63,102
Always Be My Maybe,2019,PG-13,"['Comedy', ' Romance']",6.8,64,43663,,68,101
Saved!,2004,PG-13,"['Comedy', ' Drama']",6.7,62,44226,8940582.0,67,92
Johnny English Reborn,2011,PG,"['Action', ' Adventure', ' Comedy']",6.3,46,118358,8305970.0,63,101
Some Like It Hot,1959,,"['Comedy', ' Music', ' Romance']",8.2,98,238848,25000000.0,82,121
Mr. & Mrs. Smith,2005,PG-13,"['Action', ' Comedy', ' Crime']",6.5,55,442994,186336279.0,65,120
Focus,2015,R,"['Comedy', ' Crime', ' Drama']",6.6,56,213101,53862963.0,66,105
Shrek 2,2004,PG,"['Animation', ' Adventure', ' Comedy']",7.2,75,411137,436471036.0,72,93
The Emperor's New Groove,2000,,"['Animation', ' Adventure', ' Comedy']",7.3,70,175857,89302687.0,73,78
Bolt,2008,PG,"['Animation', ' Adventure', ' Comedy']",6.8,67,186420,114053579.0,68,96
The Bad News Bears,1976,,"['Comedy', ' Drama', ' Family']",7.3,84,20020,42349782.0,73,102
National Lampoon's Vacation,1983,,"['Adventure', ' Comedy']",7.4,55,94357,61400000.0,74,98
The Replacements,2000,PG-13,"['Comedy', ' Sport']",6.6,30,57426,44737059.0,66,118
Space Jam,1996,PG,"['Animation', ' Adventure', ' Comedy']",6.4,59,159314,90463534.0,64,88
Stuber,2019,R,"['Action', ' Comedy', ' Crime']",6.2,42,38232,22370452.0,62,93
Hotel Transylvania 3: Summer Vacation,2018,PG,"['Animation', ' Adventure', ' Comedy']",6.3,54,54610,167510016.0,63,97
The Adventures of Sharkboy and Lavagirl 3-D,2005,PG,"['Action', ' Adventure', ' Comedy']",3.6,38,31094,39177684.0,36,93
You've Got Mail,1998,PG,"['Comedy', ' Drama', ' Romance']",6.6,57,190693,115821495.0,66,119
Freaky Friday,2003,PG,"['Comedy', ' Family', ' Fantasy']",6.2,70,122890,110230332.0,62,97
The Lego Movie,2014,PG,"['Animation', ' Adventure', ' Comedy']",7.7,83,319928,257760692.0,77,100
The Dukes of Hazzard,2005,PG-13,['Comedy'],5.1,33,74905,80270227.0,51,104
Chicago,2002,PG-13,"['Comedy', ' Crime', ' Musical']",7.1,81,212823,170687518.0,71,113
Chef,2014,R,"['Adventure', ' Comedy', ' Drama']",7.3,68,190772,30640336.0,73,114
The Heartbreak Kid,2007,R,"['Comedy', ' Romance']",5.8,46,85087,36787257.0,58,116
Trading Places,1983,,['Comedy'],7.5,69,132159,90404800.0,75,116
Big Trouble in Little China,1986,,"['Action', ' Adventure', ' Comedy']",7.3,53,121076,11100000.0,73,99
How to Be Single,2016,R,"['Comedy', ' Drama', ' Romance']",6.1,51,79765,46843513.0,61,110
Welcome to Marwen,2018,PG-13,"['Biography', ' Comedy', ' Drama']",6.2,40,18182,10763520.0,62,116
Porky's,1981,,['Comedy'],6.2,40,37348,111289673.0,62,94
Fright Night,2011,R,"['Comedy', ' Horror']",6.3,64,98334,18298649.0,63,106
Pan,2015,PG,"['Adventure', ' Comedy', ' Family']",5.7,36,59357,35088320.0,57,111
Tag,2018,R,"['Action', ' Comedy']",6.5,56,109871,54547470.0,65,100
Isle of Dogs,2018,PG-13,"['Animation', ' Adventure', ' Comedy']",7.9,82,133534,32015231.0,79,101
The Hitman's Bodyguard,2017,R,"['Action', ' Comedy', ' Crime']",6.9,47,181653,75468583.0,69,118
Cars 3,2017,G,"['Animation', ' Adventure', ' Comedy']",6.7,59,72066,152901115.0,67,102
American Made,2017,R,"['Action', ' Biography', ' Comedy']",7.2,65,154034,51342000.0,72,115
Cocktail,1988,,"['Comedy', ' Drama', ' Romance']",5.9,12,78054,78222753.0,59,104
Troop Zero,2019,PG,"['Comedy', ' Drama', ' Family']",6.9,58,8245,,69,94
Toy Story 2,1999,,"['Animation', ' Adventure', ' Comedy']",7.9,88,515965,245852179.0,79,92
How to Lose a Guy in 10 Days,2003,PG-13,"['Comedy', ' Romance']",6.4,45,205984,105813373.0,64,116
Footloose,2011,PG-13,"['Comedy', ' Drama', ' Music']",5.9,58,45761,51802742.0,59,113
The Half of It,2020,PG-13,"['Comedy', ' Drama', ' Romance']",6.9,74,24155,,69,104
Beverly Hills Cop II,1987,,"['Action', ' Comedy', ' Crime']",6.5,48,105297,153665000.0,65,100
The Farewell,2019,PG,"['Comedy', ' Drama']",7.6,89,45588,16877010.0,76,100
Blinded by the Light,2019,PG-13,"['Comedy', ' Drama', ' Music']",6.9,71,18260,11901145.0,69,118
Down with Love,2003,PG-13,"['Comedy', ' Romance']",6.3,52,38970,20298207.0,63,101
Up in the Air,2009,R,"['Comedy', ' Drama', ' Romance']",7.4,83,314755,83823381.0,74,109
RED 2,2013,PG-13,"['Action', ' Adventure', ' Comedy']",6.6,47,157351,53262560.0,66,116
This Is Where I Leave You,2014,R,"['Comedy', ' Drama']",6.6,44,71680,34290142.0,66,103
The Break-Up,2006,PG-13,"['Comedy', ' Drama', ' Romance']",5.8,45,123553,118703275.0,58,106
Sister Act 2: Back in the Habit,1993,PG,"['Comedy', ' Family', ' Music']",5.6,38,48109,57319029.0,56,107
Raising Arizona,1987,,"['Comedy', ' Crime']",7.3,68,124701,22847564.0,73,94
Hall Pass,2011,R,"['Comedy', ' Romance']",5.8,45,118751,45060734.0,58,105
The Edge of Seventeen,2016,R,"['Comedy', ' Drama']",7.3,77,101171,14431633.0,73,104
Chasing Liberty,2004,PG-13,"['Comedy', ' Romance']",6.1,46,35828,12189514.0,61,101
Coyote Ugly,2000,PG-13,"['Comedy', ' Drama', ' Music']",5.7,27,105359,60786269.0,57,100
Cashback,2006,R,"['Comedy', ' Drama', ' Romance']",7.2,54,82088,24942.0,72,102
Hairspray,2007,PG,"['Comedy', ' Drama', ' Musical']",6.6,81,118345,118871849.0,66,117
The Laundromat,2019,R,"['Comedy', ' Crime', ' Drama']",6.3,57,41276,,63,95
Relatos salvajes,2014,R,"['Comedy', ' Drama', ' Thriller']",8.1,77,171327,3107072.0,81,122
Tawiq Eti Az,2005,G,"['Animation', ' Adventure', ' Comedy']",5.7,48,84422,135386665.0,57,81
Steel Magnolias,1989,,"['Comedy', ' Drama', ' Romance']",7.3,56,46376,83759091.0,73,117
Men in Black II,2002,PG-13,"['Action', ' Adventure', ' Comedy']",6.2,49,337910,190418803.0,62,88
American Pie 2,2001,R,['Comedy'],6.4,43,236806,145103595.0,64,108
Can't Buy Me Love,1987,,"['Comedy', ' Drama', ' Romance']",6.8,36,32125,31623833.0,68,94
Death at a Funeral,2007,R,['Comedy'],7.4,67,108242,8579684.0,74,90
